ADMITTED_DT,CUSTODY_LEVEL,BRADH,RACE,INMATE_STATUS_CODE,SRG_FLG,TOP_CHARGE,INFRACTION,AGE_RANGE
August,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.10,Y_INFRACTION,26-35
December,MED,Y_MENTAL_OBSV,BLACK,CS,N_GANG,160.05,N_INFRACTION,26-35
December,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,265.03,N_INFRACTION,36-45
March,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,Y_INFRACTION,18-25
March,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,255.25,N_INFRACTION,36-45
September,MIN,Y_MENTAL_OBSV,BLACK,CS,N_GANG,,N_INFRACTION,46-55
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,230.25,N_INFRACTION,36-45
September,MED,Y_MENTAL_OBSV,WHITE,SSR,N_GANG,,N_INFRACTION,26-35
June,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,140.20,Y_INFRACTION,36-45
October,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,130.75,N_INFRACTION,56-65
March,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,140.25,Y_INFRACTION,46-55
January,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,N_INFRACTION,36-45
October,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,Y_INFRACTION,36-45
February,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.10,N_INFRACTION,26-35
April,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,120.05,N_INFRACTION,36-45
May,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,26-35
February,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,263.16,N_INFRACTION,26-35
June,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,18-25
December,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,46-55
October,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,N_INFRACTION,36-45
February,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,240.75,N_INFRACTION,26-35
April,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,N_INFRACTION,26-35
May,MED,Y_MENTAL_OBSV,ASIAN,DE,N_GANG,125.25,Y_INFRACTION,36-45
August,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,56-65
May,MED,Y_MENTAL_OBSV,BLACK,DEP,N_GANG,110-125.25,N_INFRACTION,56-65
December,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,120.25,N_INFRACTION,36-45
February,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,N_INFRACTION,18-25
August,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,230.34,Y_INFRACTION,26-35
April,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,N_INFRACTION,26-35
April,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,121.12,N_INFRACTION,36-45
February,MED,N_MENTAL_OBSV,ASIAN,CS,N_GANG,VTL 1192.2,N_INFRACTION,36-45
May,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,215.51,Y_INFRACTION,46-55
February,MED,N_MENTAL_OBSV,BLACK,SSR,Y_GANG,,Y_INFRACTION,18-25
October,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,18-25
January,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,265.03,N_INFRACTION,26-35
October,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,Y_INFRACTION,26-35
April,MAX,Y_MENTAL_OBSV,BLACK,DEP,Y_GANG,220.39,Y_INFRACTION,26-35
November,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,125.25,Y_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,155.35,N_INFRACTION,26-35
August,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,120.05,Y_INFRACTION,18-25
August,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,26-35
February,MIN,N_MENTAL_OBSV,OTHER,CS,N_GANG,,N_INFRACTION,26-35
May,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,265.03,N_INFRACTION,36-45
September,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,265.03,Y_INFRACTION,18-25
March,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,110-120.10,N_INFRACTION,18-25
August,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,125.25,N_INFRACTION,36-45
January,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,120.10,N_INFRACTION,36-45
July,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,N_INFRACTION,56-65
July,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,205.20,Y_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,36-45
August,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,N_INFRACTION,46-55
May,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,125.25,Y_INFRACTION,36-45
February,MIN,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,125.15,Y_INFRACTION,36-45
November,MAX,Y_MENTAL_OBSV,BLACK,CSP,Y_GANG,120.20,Y_INFRACTION,26-35
January,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,N_INFRACTION,26-35
January,MIN,N_MENTAL_OBSV,BLACK,CS,N_GANG,220.03,N_INFRACTION,36-45
March,MAX,Y_MENTAL_OBSV,OTHER,DEP,N_GANG,140.20,N_INFRACTION,46-55
July,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,26-35
December,MIN,N_MENTAL_OBSV,BLACK,CS,N_GANG,120.00,N_INFRACTION,56-65
January,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,N_INFRACTION,18-25
December,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,220.16,Y_INFRACTION,26-35
January,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,240.30,N_INFRACTION,26-35
June,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,N_INFRACTION,46-55
February,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.30,Y_INFRACTION,46-55
February,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,Y_INFRACTION,26-35
April,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,N_INFRACTION,26-35
January,MED,Y_MENTAL_OBSV,WHITE,CS,N_GANG,215.55,N_INFRACTION,26-35
November,MED,Y_MENTAL_OBSV,BLACK,SSR,Y_GANG,,Y_INFRACTION,26-35
September,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,140.25,Y_INFRACTION,36-45
April,MED,N_MENTAL_OBSV,WHITE,DE,N_GANG,140.25,N_INFRACTION,46-55
January,MAX,N_MENTAL_OBSV,BLACK,DE,N_GANG,140.25,Y_INFRACTION,18-25
November,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,36-45
December,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,140.30,Y_INFRACTION,26-35
December,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,26-35
January,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,121.12,N_INFRACTION,26-35
April,MED,N_MENTAL_OBSV,WHITE,DNS,N_GANG,265.03,N_INFRACTION,26-35
February,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,N_INFRACTION,36-45
January,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,N_INFRACTION,26-35
May,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,220.43,Y_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,36-45
April,MIN,N_MENTAL_OBSV,UNKNOWN,DE,N_GANG,215.51,N_INFRACTION,36-45
August,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,N_INFRACTION,26-35
November,MIN,Y_MENTAL_OBSV,OTHER,CS,N_GANG,265.01,N_INFRACTION,26-35
April,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,220.16,N_INFRACTION,36-45
June,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,120.10,N_INFRACTION,56-65
August,MIN,Y_MENTAL_OBSV,WHITE,SSR,N_GANG,,N_INFRACTION,56-65
March,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,110-125.25,Y_INFRACTION,26-35
October,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,265.04,N_INFRACTION,18-25
February,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,26-35
April,MIN,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,,Y_INFRACTION,36-45
December,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,120.10,N_INFRACTION,18-25
May,MAX,Y_MENTAL_OBSV,WHITE,DE,N_GANG,140.20,Y_INFRACTION,36-45
June,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,46-55
May,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,N_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-160.10,N_INFRACTION,26-35
May,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,130.35,N_INFRACTION,56-65
September,MAX,N_MENTAL_OBSV,OTHER,DE,Y_GANG,160.15,Y_INFRACTION,26-35
May,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,170.10,N_INFRACTION,36-45
May,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,18-25
January,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,26-35
February,MAX,N_MENTAL_OBSV,BLACK,DE,N_GANG,145.10,Y_INFRACTION,18-25
January,MIN,N_MENTAL_OBSV,BLACK,CS,N_GANG,,N_INFRACTION,26-35
May,MED,N_MENTAL_OBSV,BLACK,SSR,Y_GANG,,Y_INFRACTION,26-35
April,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,155.30,N_INFRACTION,26-35
January,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,N_INFRACTION,26-35
October,MED,Y_MENTAL_OBSV,OTHER,CS,N_GANG,168-T,N_INFRACTION,56-65
January,MAX,N_MENTAL_OBSV,BLACK,DNS,N_GANG,,Y_INFRACTION,26-35
June,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-135.20,N_INFRACTION,36-45
January,MED,Y_MENTAL_OBSV,BLACK,DEP,N_GANG,155.30,N_INFRACTION,56-65
January,MED,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,,N_INFRACTION,18-25
January,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-120.10,N_INFRACTION,56-65
June,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,Y_INFRACTION,26-35
October,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,105.15,N_INFRACTION,36-45
October,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,Y_INFRACTION,36-45
July,MIN,Y_MENTAL_OBSV,OTHER,SSR,N_GANG,,N_INFRACTION,46-55
April,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-140.25,N_INFRACTION,18-25
February,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,26-35
August,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,N_INFRACTION,36-45
April,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.20,N_INFRACTION,26-35
August,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,130.35,Y_INFRACTION,18-25
November,MAX,N_MENTAL_OBSV,BLACK,DE,N_GANG,130.35,Y_INFRACTION,26-35
January,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,160.05,N_INFRACTION,26-35
June,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,46-55
January,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,120.05,N_INFRACTION,26-35
January,MAX,Y_MENTAL_OBSV,WHITE,DE,N_GANG,140.25,N_INFRACTION,36-45
March,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,26-35
March,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.27,Y_INFRACTION,26-35
July,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,36-45
January,MED,N_MENTAL_OBSV,OTHER,SSR,N_GANG,,N_INFRACTION,36-45
August,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,36-45
February,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,160.15,Y_INFRACTION,18-25
February,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,140.25,N_INFRACTION,26-35
February,MED,N_MENTAL_OBSV,BLACK,CS,N_GANG,,N_INFRACTION,26-35
March,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-135.20,N_INFRACTION,36-45
January,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,N_INFRACTION,46-55
March,MIN,Y_MENTAL_OBSV,BLACK,CS,N_GANG,,Y_INFRACTION,26-35
August,MED,N_MENTAL_OBSV,OTHER,DE,Y_GANG,120.05,N_INFRACTION,26-35
April,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,155.30,N_INFRACTION,46-55
July,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,46-55
September,MIN,N_MENTAL_OBSV,OTHER,CS,Y_GANG,,N_INFRACTION,46-55
September,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,165.10,N_INFRACTION,46-55
February,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,220.41,N_INFRACTION,26-35
July,MAX,N_MENTAL_OBSV,OTHER,DEP,Y_GANG,120.25,Y_INFRACTION,18-25
April,MIN,N_MENTAL_OBSV,OTHER,SSR,N_GANG,,N_INFRACTION,36-45
February,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.20,N_INFRACTION,36-45
June,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,105.15,Y_INFRACTION,18-25
September,MED,Y_MENTAL_OBSV,WHITE,CS,N_GANG,,N_INFRACTION,36-45
March,MED,N_MENTAL_OBSV,WHITE,DE,N_GANG,140.25,N_INFRACTION,26-35
March,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,N_INFRACTION,26-35
January,MAX,Y_MENTAL_OBSV,BLACK,DEP,Y_GANG,160.10,Y_INFRACTION,26-35
August,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-160.15,Y_INFRACTION,46-55
January,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,130.60,N_INFRACTION,46-55
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,130.65,N_INFRACTION,18-25
March,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,110-125.25,N_INFRACTION,26-35
December,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,105.15,N_INFRACTION,36-45
April,MAX,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,26-35
July,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,Y_INFRACTION,18-25
April,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,165.15,N_INFRACTION,36-45
November,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,56-65
September,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,36-45
April,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,,N_INFRACTION,36-45
March,MED,N_MENTAL_OBSV,BLACK,SSR,Y_GANG,,N_INFRACTION,18-25
October,MED,N_MENTAL_OBSV,ASIAN,DEP,Y_GANG,125.25,N_INFRACTION,36-45
October,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,Y_INFRACTION,18-25
April,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,36-45
April,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,110-265.03,N_INFRACTION,26-35
March,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,160.10,N_INFRACTION,36-45
April,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,26-35
December,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,26-35
October,MAX,Y_MENTAL_OBSV,WHITE,DE,N_GANG,140.25,N_INFRACTION,46-55
March,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,140.25,N_INFRACTION,36-45
January,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,46-55
December,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.20,N_INFRACTION,46-55
November,MAX,Y_MENTAL_OBSV,WHITE,CS,N_GANG,120.05,Y_INFRACTION,26-35
March,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,511(1)(A),N_INFRACTION,26-35
July,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,18-25
November,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,120.10,N_INFRACTION,18-25
October,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,140.20,Y_INFRACTION,56-65
April,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,56-65
April,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,36-45
February,MAX,N_MENTAL_OBSV,OTHER,DE,Y_GANG,120.10,Y_INFRACTION,36-45
November,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,26-35
November,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,Y_INFRACTION,18-25
March,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,N_INFRACTION,46-55
February,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,Y_INFRACTION,18-25
April,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,155.30,N_INFRACTION,26-35
January,MIN,N_MENTAL_OBSV,BLACK,CS,N_GANG,265.03,N_INFRACTION,26-35
July,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,26-35
March,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,110-125.25,Y_INFRACTION,26-35
February,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,215.51,Y_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.25,N_INFRACTION,18-25
August,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,105.15,Y_INFRACTION,18-25
January,MIN,N_MENTAL_OBSV,WHITE,DE,N_GANG,265.04,N_INFRACTION,36-45
March,MIN,N_MENTAL_OBSV,WHITE,DE,N_GANG,215.51,N_INFRACTION,56-65
July,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,36-45
December,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,CO,Y_INFRACTION,26-35
February,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,N_INFRACTION,56-65
January,MIN,N_MENTAL_OBSV,OTHER,CS,N_GANG,155.25,N_INFRACTION,66-75
August,MAX,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,Y_INFRACTION,18-25
February,MAX,Y_MENTAL_OBSV,BLACK,DEP,Y_GANG,160.10,N_INFRACTION,36-45
November,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,36-45
March,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,160.10,N_INFRACTION,26-35
July,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,36-45
January,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,130.52,N_INFRACTION,26-35
January,MED,N_MENTAL_OBSV,WHITE,DE,N_GANG,140.25,N_INFRACTION,36-45
September,MED,Y_MENTAL_OBSV,BLACK,SSR,Y_GANG,,N_INFRACTION,18-25
November,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,Y_INFRACTION,36-45
September,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,26-35
October,MAX,N_MENTAL_OBSV,OTHER,DE,Y_GANG,160.15,Y_INFRACTION,18-25
October,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,18-25
January,MAX,Y_MENTAL_OBSV,BLACK,CSP,N_GANG,VOP,N_INFRACTION,26-35
June,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,Y_INFRACTION,18-25
January,MED,N_MENTAL_OBSV,OTHER,DE,Y_GANG,220.16,Y_INFRACTION,18-25
October,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,155.42,N_INFRACTION,56-65
April,MED,N_MENTAL_OBSV,WHITE,DE,N_GANG,165.52,N_INFRACTION,26-35
October,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,265.03,N_INFRACTION,18-25
November,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,46-55
October,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,Y_INFRACTION,26-35
March,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,125.25,N_INFRACTION,26-35
June,MIN,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,N_INFRACTION,36-45
May,MIN,Y_MENTAL_OBSV,ASIAN,CS,N_GANG,220.03,N_INFRACTION,46-55
February,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,66-75
September,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,N_INFRACTION,26-35
March,MIN,Y_MENTAL_OBSV,WHITE,SSR,N_GANG,,N_INFRACTION,46-55
March,MIN,N_MENTAL_OBSV,OTHER,SSR,N_GANG,,N_INFRACTION,36-45
June,MED,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,,N_INFRACTION,46-55
April,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,120.05,N_INFRACTION,26-35
October,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,125.20,N_INFRACTION,46-55
April,MAX,Y_MENTAL_OBSV,OTHER,SSR,Y_GANG,160.15,N_INFRACTION,26-35
February,MAX,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,120.10,Y_INFRACTION,18-25
January,MAX,N_MENTAL_OBSV,BLACK,CS,Y_GANG,140.30,Y_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,Y_INFRACTION,26-35
April,MAX,N_MENTAL_OBSV,BLACK,DNS,Y_GANG,120.10,N_INFRACTION,18-25
May,MED,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,125.25,Y_INFRACTION,46-55
April,MED,N_MENTAL_OBSV,ASIAN,DE,N_GANG,120.00,N_INFRACTION,36-45
March,MAX,N_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,N_INFRACTION,26-35
September,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,220.21,N_INFRACTION,26-35
October,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,220.41,Y_INFRACTION,26-35
September,MED,N_MENTAL_OBSV,BLACK,SSR,N_GANG,,N_INFRACTION,36-45
December,MED,N_MENTAL_OBSV,UNKNOWN,DE,N_GANG,230.34,Y_INFRACTION,36-45
September,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,140.30,N_INFRACTION,26-35
March,MED,Y_MENTAL_OBSV,WHITE,DE,N_GANG,130.65,N_INFRACTION,56-65
February,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,56-65
September,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,160.15,Y_INFRACTION,18-25
July,MAX,Y_MENTAL_OBSV,OTHER,DE,N_GANG,125.25H,Y_INFRACTION,26-35
August,MIN,Y_MENTAL_OBSV,BLACK,DE,Y_GANG,110-125.25,N_INFRACTION,26-35
January,MIN,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,,N_INFRACTION,36-45
February,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,220.43,N_INFRACTION,26-35
October,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,130.65,Y_INFRACTION,26-35
October,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,220.21,N_INFRACTION,46-55
December,MIN,Y_MENTAL_OBSV,BLACK,DE,N_GANG,140.20,N_INFRACTION,26-35
April,MAX,Y_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,26-35
October,MED,N_MENTAL_OBSV,ASIAN,DE,N_GANG,130.80,N_INFRACTION,36-45
January,MIN,N_MENTAL_OBSV,BLACK,DE,N_GANG,220.43,N_INFRACTION,46-55
January,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,N_INFRACTION,18-25
December,MED,N_MENTAL_OBSV,BLACK,SSR,N_GANG,,N_INFRACTION,26-35
January,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,160.15,Y_INFRACTION,36-45
February,MIN,N_MENTAL_OBSV,OTHER,DE,N_GANG,140.20,N_INFRACTION,46-55
November,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,165.52,N_INFRACTION,18-25
April,MED,N_MENTAL_OBSV,OTHER,DE,N_GANG,130.35,N_INFRACTION,18-25
April,MAX,N_MENTAL_OBSV,ASIAN,DE,Y_GANG,140.20,N_INFRACTION,36-45
February,MED,Y_MENTAL_OBSV,WHITE,DEP,N_GANG,140.25,N_INFRACTION,46-55
July,MIN,Y_MENTAL_OBSV,OTHER,SSR,N_GANG,,N_INFRACTION,26-35
August,MAX,Y_MENTAL_OBSV,BLACK,SSR,N_GANG,,Y_INFRACTION,56-65
January,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,135.20,N_INFRACTION,56-65
March,MED,N_MENTAL_OBSV,BLACK,SSR,Y_GANG,,N_INFRACTION,18-25
March,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,120.05,N_INFRACTION,26-35
December,MED,Y_MENTAL_OBSV,OTHER,DE,N_GANG,110-125.25,Y_INFRACTION,46-55
October,MED,Y_MENTAL_OBSV,BLACK,DE,N_GANG,110-125.25,Y_INFRACTION,36-45
March,MAX,Y_MENTAL_OBSV,OTHER,DE,Y_GANG,120.05,N_INFRACTION,26-35
December,MED,N_MENTAL_OBSV,BLACK,DE,N_GANG,125.25,Y_INFRACTION,36-45
March,MAX,N_MENTAL_OBSV,BLACK,DE,Y_GANG,160.15,Y_INFRACTION,26-35
February,MAX,Y_MENTAL_OBSV,OTHER,CS,Y_GANG,155.35,N_INFRACTION,26-35
